name,manufacturer,serving_size,energy_kcal,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,Lemak jenuh,Natrium,Protein,Karbohidrat total,Energi,Lemak total,Serat pangan,serving_size_g,serving_size_issue,serving_size_g_clean,risk_energy,risk_fat_total,risk_saturated_fat,risk_sodium,risk_sugar,label_konsumsi,alasan_label,garam_g_estimasi,risk_energy_score,risk_fat_total_score,risk_saturated_fat_score,risk_sodium_score,risk_sugar_score,total_risk_score,persen_akg_energi,persen_akg_protein,persen_akg_lemak_total,persen_akg_karbohidrat,persen_akg_serat,persen_akg_natrium,persen_akg_garam,manufacturer_clean
Sprite (kaleng),Tidak Diketahui,0 g,100.0,0.0,25.0,0.0,25.0,0.0,0.0,4.65,0.0,7.69,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (25.00 g),0.0,0,0,0,0,2,2,3.77,0.0,0.0,5.81,0.0,0.0,0.0,Tidak Diketahui
Lovy cookies chocobutter,PT. Agel Langgeng,2 g,150.0,2.0,20.0,8.0,8.0,0.0,0.0,6.98,3.33,6.15,11.94,0.0,0.0,0.0,0.0,7.0,7.0,12.0,0.0,2.0,0,2.0,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (11.94%),0.0,0,1,0,0,0,1,5.66,3.08,10.67,4.65,0.0,0.0,0.0,PT. Agel Langgeng
Lovy cookies coffeeccino,PT. Agel Langgeng,2 g,150.0,2.0,20.0,7.0,7.0,0.0,0.0,6.98,3.33,6.15,10.45,0.0,0.0,0.0,0.0,7.0,7.0,11.0,0.0,2.0,0,2.0,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (10.45%),0.0,0,1,0,0,0,1,5.66,3.08,9.33,4.65,0.0,0.0,0.0,PT. Agel Langgeng
Promina milky beras merah,PT. Indofood CBP Sukses Makmur Tbk.,8 g,210.0,8.0,35.0,4.5,0.0,150.0,0.0,9.77,13.33,10.77,6.72,10.0,0.0,10.0,14.0,11.0,0.0,0.0,0.0,8.0,0,8.0,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (10.00%),0.375,0,0,0,1,0,1,7.92,12.31,6.0,8.14,0.0,10.0,10.0,PT. Indofood CBP Sukses Makmur Tbk.
Promina pisang susu,PT. Indofood CBP Sukses Makmur Tbk.,8 g,210.0,8.0,35.0,4.5,0.0,150.0,0.0,9.77,13.33,10.77,6.72,10.0,0.0,10.0,14.0,11.0,0.0,0.0,0.0,8.0,0,8.0,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (10.00%),0.375,0,0,0,1,0,1,7.92,12.31,6.0,8.14,0.0,10.0,10.0,PT. Indofood CBP Sukses Makmur Tbk.
Maestro light Mayonnaise,PT. Lasallefood Indonesia,0 g,50.0,0.0,7.0,5.0,0.0,130.0,0.0,3.72,0.0,2.15,7.46,8.67,5.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.325,0,0,0,0,0,0,1.89,0.0,6.67,1.63,0.0,8.67,8.67,PT. Lasallefood Indonesia
La Fonte Fettuccine-30 Pasta,Tidak Diketahui,2 g,0.0,8.0,45.0,0.0,3.0,40.0,2.0,10.23,13.33,13.85,0.0,2.67,0.0,0.0,14.0,14.0,11.0,0.0,0.0,2.0,0,2.0,Batasi,Aman,Aman,Aman,Aman,Batasi,energi %AKG sedang (10.23%),0.1,1,0,0,0,0,1,0.0,12.31,0.0,10.47,5.41,2.67,2.67,Tidak Diketahui
sambal pecel,Tidak Diketahui,9 g,220.0,9.0,23.0,10.0,0.0,0.0,0.0,10.23,15.0,7.08,14.93,0.0,0.0,0.0,15.0,0.0,11.0,15.0,0.0,9.0,0,9.0,Batasi,Batasi,Aman,Aman,Aman,Batasi,energi %AKG sedang (10.23%); lemak total %AKG sedang (14.93%),0.0,1,1,0,0,0,2,8.3,13.85,13.33,5.35,0.0,0.0,0.0,Tidak Diketahui
Cerebrofort Marine Gummy Strawberry,Tidak Diketahui,1 g,0.0,1.0,8.0,0.0,6.0,10.0,0.0,1.63,1.67,2.46,0.0,0.67,0.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.025,0,0,0,0,0,0,0.0,1.54,0.0,1.86,0.0,0.67,0.67,Tidak Diketahui
Teh celup sosro,PT. Sinar Sosro,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT. Sinar Sosro
Kuaci Rebo origial,PT. Gumindo Bogamanis,3 g,110.0,5.0,3.0,9.0,0.0,130.0,3.0,5.12,8.33,0.92,13.43,8.67,0.0,9.0,0.0,0.0,0.0,14.0,10.0,3.0,0,3.0,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (13.43%),0.325,0,1,0,0,0,1,4.15,7.69,12.0,0.7,8.11,8.67,8.67,PT. Gumindo Bogamanis
Tummy yogurt mango carrot,PT.Heavenly Blush,11 g,150.0,3.0,29.0,2.0,18.0,0.0,11.0,6.98,5.0,8.92,2.99,0.0,0.0,0.0,0.0,9.0,7.0,0.0,37.0,11.0,0,11.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (18.00 g),0.0,0,0,0,0,1,1,5.66,4.62,2.67,6.74,29.73,0.0,0.0,PT. Heavenly Blush
Corn flakes,Tidak Diketahui,1 g,110.0,2.0,26.0,0.0,3.0,0.0,1.0,5.12,3.33,8.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,4.15,3.08,0.0,6.05,2.7,0.0,0.0,Tidak Diketahui
Eskrim cornetto chocolate,PT. Andrawina Darma Manunggal Mulya,2 g,260.0,3.0,34.0,12.0,22.0,0.0,2.0,12.09,5.0,10.46,17.91,0.0,0.0,0.0,0.0,11.0,13.0,18.0,0.0,2.0,0,2.0,Batasi,Batasi,Aman,Aman,Waspada,Waspada,energi %AKG sedang (12.09%); lemak total %AKG sedang (17.91%); gula tinggi (22.00 g),0.0,1,1,0,0,2,4,9.81,4.62,16.0,7.91,5.41,0.0,0.0,PT. Andrawina Darma Manunggal Mulya
Coklat Lindt 70% Cocoa smooth dark,Tidak Diketahui,3 g,250.0,3.0,17.0,19.0,12.0,0.0,3.0,11.63,5.0,5.23,28.36,0.0,0.0,0.0,0.0,0.0,12.0,29.0,10.0,3.0,0,3.0,Batasi,Waspada,Aman,Aman,Batasi,Waspada,energi %AKG sedang (11.63%); lemak total %AKG tinggi (28.36%); gula sedang (12.00 g),0.0,1,2,0,0,1,4,9.43,4.62,25.33,3.95,8.11,0.0,0.0,Tidak Diketahui
Teh Kotak Less Sugar,Tidak Diketahui,0 g,70.0,0.0,19.0,0.0,0.0,5.0,0.0,3.26,0.0,5.85,0.0,0.33,0.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0125,0,0,0,0,0,0,2.64,0.0,0.0,4.42,0.0,0.33,0.33,Tidak Diketahui
Granola creation tropical fruit and nuts,PT. Lemonilo Indonesia Sehat,2 g,162.0,7.0,23.0,5.0,5.0,0.0,2.0,7.53,11.67,7.08,7.46,0.0,0.0,0.0,12.0,0.0,8.0,8.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,6.11,10.77,6.67,5.35,5.41,0.0,0.0,PT. Lemonilo Indonesia Sehat
Go Natural fruit and nut delight,Tidak Diketahui,5.40 g,230.0,6.2,20.7,13.5,12.1,0.0,5.4,10.7,10.33,6.37,20.15,0.0,0.0,0.0,0.0,0.0,11.0,21.0,18.0,5.4,0,5.4,Batasi,Waspada,Aman,Aman,Batasi,Waspada,energi %AKG sedang (10.70%); lemak total %AKG tinggi (20.15%); gula sedang (12.10 g),0.0,1,2,0,0,1,4,8.68,9.54,18.0,4.81,14.59,0.0,0.0,Tidak Diketahui
Carman's fruit and nut,Tidak Diketahui,3.10 g,183.0,4.1,25.1,6.7,7.8,0.0,3.1,8.51,6.83,7.72,10.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,11.0,3.1,0,3.1,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (10.00%),0.0,0,1,0,0,0,1,6.91,6.31,8.93,5.84,8.38,0.0,0.0,Tidak Diketahui
Sonice Chicken Stick,PT. So Good Food Manufacturing,13 g,250.0,13.0,13.0,17.0,0.0,0.0,0.0,11.63,21.67,4.0,25.37,0.0,0.0,0.0,22.0,0.0,12.0,26.0,0.0,13.0,0,13.0,Batasi,Waspada,Aman,Aman,Aman,Waspada,energi %AKG sedang (11.63%); lemak total %AKG tinggi (25.37%),0.0,1,2,0,0,0,3,9.43,20.0,22.67,3.02,0.0,0.0,0.0,PT. So Good Food Manufacturing
Sonice Chicken karage,PT. So Good Food Manufacturing,12 g,300.0,12.0,21.0,18.0,0.0,0.0,0.0,13.95,20.0,6.46,26.87,0.0,0.0,0.0,20.0,0.0,14.0,27.0,0.0,12.0,0,12.0,Batasi,Waspada,Aman,Aman,Aman,Waspada,energi %AKG sedang (13.95%); lemak total %AKG tinggi (26.87%),0.0,1,2,0,0,0,3,11.32,18.46,24.0,4.88,0.0,0.0,0.0,PT. So Good Food Manufacturing
Cimory Soyamilk,PT. Cimory Indonesia,10 g,260.0,10.0,42.0,6.0,18.0,0.0,0.0,12.09,16.67,12.92,8.96,0.0,0.0,0.0,17.0,13.0,13.0,0.0,0.0,10.0,0,10.0,Batasi,Aman,Aman,Aman,Batasi,Batasi,energi %AKG sedang (12.09%); gula sedang (18.00 g),0.0,1,0,0,0,1,2,9.81,15.38,8.0,9.77,0.0,0.0,0.0,PT. Cimory Indonesia
Cimory yogurt set low fat,PT. Cimory Indonesia,5 g,60.0,5.0,8.0,1.5,0.0,0.0,0.0,2.79,8.33,2.46,2.24,0.0,0.0,0.0,9.0,3.0,3.0,0.0,0.0,5.0,0,5.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,2.26,7.69,2.0,1.86,0.0,0.0,0.0,PT. Cimory Indonesia
Cimory yogurt drink,PT. Cimory Indonesia,26 g,180.0,6.0,32.0,2.0,0.0,0.0,26.0,8.37,10.0,9.85,2.99,0.0,0.0,0.0,10.0,10.0,0.0,0.0,87.0,26.0,0,26.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,6.79,9.23,2.67,7.44,70.27,0.0,0.0,PT. Cimory Indonesia
kopi kapal api special mix,Tidak Diketahui,1 g,100.0,1.0,23.0,1.0,0.0,10.0,0.0,4.65,1.67,7.08,1.49,0.67,0.0,0.0,2.0,8.0,5.0,0.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.025,0,0,0,0,0,0,3.77,1.54,1.33,5.35,0.0,0.67,0.67,Tidak Diketahui
WRP truil bar,PT.Nutrifood indonesia,2 g,80.0,1.0,14.0,3.5,7.0,0.0,2.0,3.72,1.67,4.31,5.22,0.0,0.0,0.0,0.0,5.0,0.0,6.0,7.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,3.02,1.54,4.67,3.26,5.41,0.0,0.0,PT. Nutrifood indonesia
WRP deli chips,PT. Indofood indonesia,3 g,210.0,1.0,26.0,11.0,1.0,0.0,3.0,9.77,1.67,8.0,16.42,0.0,0.0,0.0,0.0,0.0,10.0,17.0,10.0,3.0,0,3.0,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (16.42%),0.0,0,1,0,0,0,1,7.92,1.54,14.67,6.05,8.11,0.0,0.0,PT. Indofood indonesia
yoghurt cimory,Tidak Diketahui,5 g,180.0,6.0,36.0,2.0,26.0,90.0,5.0,8.37,10.0,11.08,2.99,6.0,0.0,0.0,10.0,12.0,0.0,0.0,17.0,5.0,0,5.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (26.00 g),0.225,0,0,0,0,2,2,6.79,9.23,2.67,8.37,13.51,6.0,6.0,Tidak Diketahui
Lays krim dan bawang,PT. Indofoodd fretolay makmur,2 g,110.0,2.0,11.0,6.0,0.0,0.0,0.0,5.12,3.33,3.38,8.96,0.0,0.0,0.0,0.0,4.0,6.0,9.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,4.15,3.08,8.0,2.56,0.0,0.0,0.0,PT. Indofoodd fretolay makmur
Del Monte Barbaque Sauce (250 g),Tidak Diketahui,0 g,60.0,0.0,14.0,0.0,10.0,880.0,0.0,2.79,0.0,4.31,0.0,58.67,0.0,59.0,0.0,5.0,3.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Waspada,Batasi,Waspada,natrium %AKG tinggi (58.67%); gula sedang (10.00 g),2.2,0,0,0,2,1,3,2.26,0.0,0.0,3.26,0.0,58.67,58.67,Tidak Diketahui
Nutrisari Es Rujak,PT. Nutrifood Indonesia,0 g,50.0,0.0,12.0,0.0,10.0,150.0,0.0,2.33,0.0,3.69,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Batasi,Batasi,Batasi,natrium %AKG sedang (10.00%); gula sedang (10.00 g),0.375,0,0,0,1,1,2,1.89,0.0,0.0,2.79,0.0,10.0,10.0,PT. Nutrifood Indonesia
Meiji Plain Crackers with Oat,Meiji seika (s) Pte. Ltd. (diimpor oleh PT. Nirwana Lestari),2 g,120.0,3.0,19.0,3.5,0.0,120.0,2.0,5.58,5.0,5.85,5.22,8.0,8.0,8.0,0.0,0.0,0.0,0.0,7.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.3,0,0,0,0,0,0,4.53,4.62,4.67,4.42,5.41,8.0,8.0,Meiji seika (s) PT. e. Ltd. (diimpor oleh PT. Nirwana Lestari)
Meiji Plain Crackers (isi 4 bungkus),Meiji seika (s) Pte. Ltd. (diimpor oleh PT. Nirwana Lestari),2 g,120.0,3.0,19.0,3.5,1.0,125.0,2.0,5.58,5.0,5.85,5.22,8.33,8.0,9.0,0.0,0.0,0.0,0.0,7.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.3125,0,0,0,0,0,0,4.53,4.62,4.67,4.42,5.41,8.33,8.33,Meiji seika (s) PT. e. Ltd. (diimpor oleh PT. Nirwana Lestari)
Blue Band,PT.Unilever Indonesia Tbk,0 g,90.0,0.0,0.0,10.0,0.0,125.0,0.0,4.19,0.0,0.0,14.93,8.33,20.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1,2.0,Aman,Batasi,Waspada,Aman,Aman,Waspada,lemak total %AKG sedang (14.93%); lemak jenuh %AKG tinggi (20.00%),0.3125,0,1,2,0,0,3,3.4,0.0,13.33,0.0,0.0,8.33,8.33,PT. Unilever Indonesia Tbk.
Gilus mix sensasi aroma pandan (isi 10 sachet),PT. TORABIKA EKA SEMESTA,1 g,90.0,1.0,21.0,0.5,17.0,0.0,0.0,4.19,1.67,6.46,0.75,0.0,0.0,0.0,2.0,7.0,5.0,0.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (17.00 g),0.0,0,0,0,0,1,1,3.4,1.54,0.67,4.88,0.0,0.0,0.0,PT. TORABIKA EKA SEMESTA
Sasa Santan Kelapa,PT. Sasa Inti,0 g,35.0,0.0,1.0,4.0,0.0,15.0,0.0,1.86,0.0,0.31,5.97,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Batasi,Aman,Aman,Batasi,lemak jenuh %AKG sedang (18.00%),0.0375,0,0,1,0,0,1,1.32,0.0,5.33,0.23,0.0,1.0,1.0,PT. Sasa Inti
Sasa Santan Kelapa Coconut Cream,Tidak Diketahui,0 g,35.0,0.0,1.0,4.0,0.0,15.0,0.0,1.86,0.0,0.31,5.97,1.0,18.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1,2.0,Aman,Aman,Batasi,Aman,Aman,Batasi,lemak jenuh %AKG sedang (18.00%),0.0375,0,0,1,0,0,1,1.32,0.0,5.33,0.23,0.0,1.0,1.0,Tidak Diketahui
Sasa Tepung Bakwan,Tidak Diketahui,0 g,0.0,1.0,8.0,0.0,1.0,150.0,0.0,1.63,1.67,2.46,0.0,10.0,0.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (10.00%),0.375,0,0,0,1,0,1,0.0,1.54,0.0,1.86,0.0,10.0,10.0,Tidak Diketahui
Goldenfil Choco Crunchy,PT. Primarasa Abadi Sejahtera,1 g,30.0,1.0,13.0,6.0,10.0,20.0,0.0,5.12,1.67,4.0,8.96,1.33,18.0,0.0,0.0,0.0,6.0,9.0,0.0,1.0,0,1.0,Aman,Aman,Batasi,Aman,Batasi,Batasi,lemak jenuh %AKG sedang (18.00%); gula sedang (10.00 g),0.05,0,0,1,0,1,2,1.13,1.54,8.0,3.02,0.0,1.33,1.33,PT. Primarasa Abadi Sejahtera
san remo sauce tomato basil,PT. Sukanda djaya,2 g,96.0,2.0,11.5,4.6,7.4,0.0,0.0,4.47,3.33,3.54,6.87,0.0,0.0,0.0,0.0,4.0,5.0,7.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,3.62,3.08,6.13,2.67,0.0,0.0,0.0,PT. Sukanda djaya
Silky Pudding Coklat,PT. Forisa Nusapersada,3 g,130.0,3.0,23.0,3.5,0.0,35.0,0.0,6.05,5.0,7.08,5.22,2.33,0.0,0.0,0.0,8.0,7.0,6.0,0.0,3.0,0,3.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0875,0,0,0,0,0,0,4.91,4.62,4.67,5.35,0.0,2.33,2.33,PT. Forisa Nusapersada
gastone lago poker wafer with hazelnut cream,Tidak Diketahui,1 g,130.0,1.0,17.0,6.0,0.0,35.0,0.0,6.05,1.67,5.23,8.96,2.33,0.0,0.0,0.0,6.0,7.0,9.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0875,0,0,0,0,0,0,4.91,1.54,8.0,3.95,0.0,2.33,2.33,Tidak Diketahui
Mom's Recipe Silky Pudding rasa peach (155 g),PT. Forisa Nusapersada,9 g,430.0,9.0,76.0,10.0,56.0,150.0,0.0,20.0,15.0,23.38,14.93,10.0,45.0,0.0,0.0,24.0,20.0,0.0,0.0,9.0,0,9.0,Waspada,Batasi,Waspada,Batasi,Waspada,Waspada,energi %AKG tinggi (20.00%); lemak total %AKG sedang (14.93%); lemak jenuh %AKG tinggi (45.00%); natrium %AKG sedang (10.00%); gula tinggi (56.00 g),0.375,2,1,2,1,2,8,16.23,13.85,13.33,17.67,0.0,10.0,10.0,PT. Forisa Nusapersada
Mom's Recipe Silky Pudding rasa biskuit (155 g),PT. Forisa Nusapersada,7 g,440.0,7.0,75.0,13.0,51.0,320.0,0.0,20.47,11.67,23.08,19.4,21.33,60.0,22.0,0.0,24.0,0.0,0.0,0.0,7.0,0,7.0,Waspada,Batasi,Waspada,Waspada,Waspada,Waspada,energi %AKG tinggi (20.47%); lemak total %AKG sedang (19.40%); lemak jenuh %AKG tinggi (60.00%); natrium %AKG tinggi (21.33%); gula tinggi (51.00 g),0.8,2,1,2,2,2,9,16.6,10.77,17.33,17.44,0.0,21.33,21.33,PT. Forisa Nusapersada
Mom's Recipe Silky Pudding rasa cokelat (155 g),PT. Forisa Nusapersada,3 g,130.0,3.0,23.0,3.5,17.0,35.0,0.0,6.05,5.0,7.08,5.22,2.33,15.0,0.0,0.0,8.0,7.0,0.0,0.0,3.0,0,3.0,Aman,Aman,Batasi,Aman,Batasi,Batasi,lemak jenuh %AKG sedang (15.00%); gula sedang (17.00 g),0.0875,0,0,1,0,1,2,4.91,4.62,4.67,5.35,0.0,2.33,2.33,PT. Forisa Nusapersada
Mom's Recipe Silky Pudding rasa permen karet (155 g),PT. Forisa Nusapersada,3 g,130.0,3.0,24.0,3.0,17.0,40.0,0.0,6.05,5.0,7.38,4.48,2.67,13.0,0.0,0.0,8.0,7.0,0.0,0.0,3.0,0,3.0,Aman,Aman,Batasi,Aman,Batasi,Batasi,lemak jenuh %AKG sedang (13.00%); gula sedang (17.00 g),0.1,0,0,1,0,1,2,4.91,4.62,4.0,5.58,0.0,2.67,2.67,PT. Forisa Nusapersada
Kewpie mayonais original,Tidak Diketahui,1 g,100.0,1.0,0.0,11.0,0.0,70.0,0.0,4.65,1.67,0.0,16.42,4.67,0.0,5.0,0.0,0.0,5.0,17.0,0.0,1.0,0,1.0,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (16.42%),0.175,0,1,0,0,0,1,3.77,1.54,14.67,0.0,0.0,4.67,4.67,Tidak Diketahui
Kewpie Thousand island,Tidak Diketahui,1 g,70.0,1.0,4.0,6.0,0.0,260.0,0.0,3.26,1.67,1.23,8.96,17.33,0.0,18.0,0.0,0.0,4.0,9.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (17.33%),0.65,0,0,0,1,0,1,2.64,1.54,8.0,0.93,0.0,17.33,17.33,Tidak Diketahui
Kewpie Tomat pedas,Tidak Diketahui,1 g,80.0,1.0,5.0,6.0,0.0,350.0,0.0,3.72,1.67,1.54,8.96,23.33,0.0,24.0,0.0,0.0,4.0,9.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Waspada,Aman,Waspada,natrium %AKG tinggi (23.33%),0.875,0,0,0,2,0,2,3.02,1.54,8.0,1.16,0.0,23.33,23.33,Tidak Diketahui
Kewpie Wijen sangrai,Tidak Diketahui,1 g,90.0,1.0,5.0,7.0,0.0,190.0,0.0,4.19,1.67,1.54,10.45,12.67,0.0,13.0,0.0,0.0,5.0,11.0,0.0,1.0,0,1.0,Aman,Batasi,Aman,Batasi,Aman,Batasi,lemak total %AKG sedang (10.45%); natrium %AKG sedang (12.67%),0.475,0,1,0,1,0,2,3.4,1.54,9.33,1.16,0.0,12.67,12.67,Tidak Diketahui
Happytos,Tidak Diketahui,1 g,144.0,2.0,16.0,7.0,0.0,0.0,1.0,6.7,3.33,4.92,10.45,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,1.0,0,1.0,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (10.45%),0.0,0,1,0,0,0,1,5.43,3.08,9.33,3.72,2.7,0.0,0.0,Tidak Diketahui
japato potato chips rasa happy honey butter,Tidak Diketahui,1 g,100.0,1.0,13.0,5.0,0.0,270.0,0.0,4.65,1.67,4.0,7.46,18.0,0.0,18.0,0.0,0.0,5.0,8.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (18.00%),0.675,0,0,0,1,0,1,3.77,1.54,6.67,3.02,0.0,18.0,18.0,Tidak Diketahui
Happy Tos Corn Chips,Tidak Diketahui,1 g,130.0,2.0,16.0,6.0,1.0,100.0,1.0,6.05,3.33,4.92,8.96,6.67,13.0,7.0,0.0,0.0,0.0,9.0,0.0,1.0,0,1.0,Aman,Aman,Batasi,Aman,Aman,Batasi,lemak jenuh %AKG sedang (13.00%),0.25,0,0,1,0,0,1,4.91,3.08,8.0,3.72,2.7,6.67,6.67,Tidak Diketahui
Ayam brand tuna dalam air,PT. Ayam brand Indonesia,13 g,50.0,13.0,0.0,0.0,0.0,0.0,0.0,2.33,21.67,0.0,0.0,0.0,0.0,0.0,22.0,0.0,3.0,0.0,0.0,13.0,0,13.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,1.89,20.0,0.0,0.0,0.0,0.0,0.0,PT. Ayam brand Indonesia
WRP lose weight meal replacement,PT. Nutrifood Indonesia,3 g,15.0,14.0,35.0,1.5,16.0,260.0,3.0,9.77,23.33,10.77,2.24,17.33,0.0,18.0,24.0,0.0,0.0,0.0,0.0,3.0,0,3.0,Aman,Aman,Aman,Batasi,Batasi,Batasi,natrium %AKG sedang (17.33%); gula sedang (16.00 g),0.65,0,0,0,1,1,2,0.57,21.54,2.0,8.14,8.11,17.33,17.33,PT. Nutrifood Indonesia
cemcem pilus rasa keju panggang,Tidak Diketahui,1 g,100.0,1.0,13.0,5.0,0.0,270.0,0.0,4.65,1.67,4.0,7.46,18.0,0.0,18.0,0.0,0.0,5.0,8.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (18.00%),0.675,0,0,0,1,0,1,3.77,1.54,6.67,3.02,0.0,18.0,18.0,Tidak Diketahui
Pronas kornet ayam,PT. Canning Indonesia,2 g,70.0,5.0,5.0,3.0,0.0,0.0,2.0,3.26,8.33,1.54,4.48,0.0,0.0,0.0,9.0,0.0,0.0,5.0,7.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,2.64,7.69,4.0,1.16,5.41,0.0,0.0,PT. Canning Indonesia
Esprecielo caramel macchiato,CV. Esprecielo International,0 g,110.0,1.0,17.0,4.0,10.0,0.0,0.0,5.12,1.67,5.23,5.97,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (10.00 g),0.0,0,0,0,0,1,1,4.15,1.54,5.33,3.95,0.0,0.0,0.0,CV. Esprecielo International
Piatos iga penyet,PT.URC,0 g,60.0,0.0,7.0,3.5,0.0,80.0,0.0,2.79,0.0,2.15,5.22,5.33,0.0,6.0,0.0,0.0,3.0,6.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.2,0,0,0,0,0,0,2.26,0.0,4.67,1.63,0.0,5.33,5.33,PT. URC
piattos iga penyet,PT. URC Indonesia,1 g,60.0,1.0,13.0,7.0,0.0,160.0,0.0,5.58,1.67,4.0,10.45,10.67,15.0,11.0,0.0,0.0,0.0,11.0,0.0,1.0,0,1.0,Aman,Batasi,Batasi,Batasi,Aman,Batasi,lemak total %AKG sedang (10.45%); lemak jenuh %AKG sedang (15.00%); natrium %AKG sedang (10.67%),0.4,0,1,1,1,0,3,2.26,1.54,9.33,3.02,0.0,10.67,10.67,PT. URC Indonesia
